CNTR_ID,class,distur_1,area_ha
SI,4,0,414.6846770336119
SI,4,1,100.96174894151454
SI,4,1,0.0857344662186882
SI,4,1,0.2234915418942639
SI,4,2,24.354102629862684
SI,4,2,0.404989577113808
SI,4,2,0.7201442122318561
SI,5,0,123.3064937130226
SI,5,0,0.0075964131597424
SI,5,0,0.0107439934587248
SI,5,1,56.80214912207788
SI,5,1,0.0701120320745162
SI,5,1,0.3167334125019597
SI,5,2,20.1215651728096
SI,5,2,0.7292514062782761
SI,5,2,2.3797350879838506
SI,6,0,0.0063791825502806
SI,6,0,11579.620617284874
SI,6,0,5373.33386410091
SI,6,0,9631.796504501184
SI,6,1,824.1028675787256
SI,6,1,736.3872737670011
SI,6,1,1046.5234454105146
SI,6,2,11265.965682272868
SI,6,2,664.5387937932496
SI,6,2,386.0891342563584
SK,0,-1,15929.787803929094
SK,0,-1,2544895.733539277
SK,0,-1,1665170.1523093586
SK,0,-1,636617.3636097787
SK,1,0,18.010100362858253
SK,1,0,410.1939068894904
SK,1,0,133.76366850369115
SK,1,0,4.015028778063532
SK,1,1,14.544686834525276
SK,1,1,916.5881614127288
SK,1,1,198.71724586186417
SK,1,1,2.607550873226252
SK,1,2,48.48785599522756
SK,1,2,12317.151897078738
SK,1,2,1174.1002591927604
SK,1,2,2.4321542233768048
SK,2,0,98.8045304394334
SK,2,0,2.006127468352316
SK,2,0,9.141942983347644
SK,2,1,8.048797530118714
SK,2,1,0.1916295582282903
SK,2,1,0.9438956851321888
SK,2,2,91.00511127240875
SK,2,2,0.7932488158601877
SK,2,2,0.4423434532887025
SK,6,0,0.0698650465296025
SK,6,0,28932.40121157849
SK,6,0,2245.5241273299366
SK,6,0,5139.960375793491
SK,6,1,747.858916090602
SK,6,1,133.15724424470147
SK,6,1,218.118543988313
SK,6,2,5064.613846903744
SK,6,2,190.07711573998472
SK,6,2,107.57853011703244
TR,0,-1,2203471.6953815334
TR,0,-1,56091719.85225327
TR,0,-1,10957012.428253006
TR,0,-1,9262743.765929325
TR,1,0,5399.797618623685
TR,1,0,285168.887714864
TR,1,0,3087.8906794883005
TR,1,0,964.2878355457316
TR,1,1,86847.98600850084
TR,1,1,1492.1861338763138
TR,1,1,592.0656480477935
TR,1,2,0.0032856203796027
TR,1,2,925893.56441772
TR,1,2,19419.78187251292
TR,1,2,2762.0087245518303
TR,2,0,6.834229000166357
TR,2,0,333.94722549611424
TR,2,0,383.4754350864197
TR,2,0,182.18337876701645
TR,2,1,0.00109478155478
TR,2,1,166.5331065741062
TR,2,1,118.10152432652582
TR,2,1,30.54355473830549
TR,2,2,0.0234693861119556
TR,2,2,1390.6747887144063
TR,2,2,206.719436774076
TR,2,2,41.63708770508803
TR,3,0,759.3223425092158
TR,3,0,312220.7558120232
TR,3,0,534.1630074192958
TR,3,0,1806.5604045023256
TR,3,1,0.0088330230332392
TR,3,1,31323.685333510137
TR,3,1,253.4664403649614
TR,3,1,383.1303764823151
TR,3,2,0.0408139007270719
TR,3,2,146031.81160929654
TR,3,2,440.9358431154194
TR,3,2,767.1202114581331
TR,4,0,15.718894957333529
TR,4,0,72150.72424060466
TR,4,0,8.137795363305798
TR,4,0,21.18473825226617
TR,4,1,0.0048828991121442
TR,4,1,3798.1273327508616
TR,4,1,2.2484124457337127
TR,4,1,3.384255452899484
TR,4,2,0.0054119639541005
TR,4,2,1337.086853638806
TR,4,2,8.580468699871298
TR,4,2,8.802619968054426
TR,5,0,520.1264372028862
TR,5,0,4229.371807780572
TR,5,0,3.513717313937431
TR,5,0,22.30864121603438
TR,5,1,0.001853461112
TR,5,1,2189.77989291495
TR,5,1,0.5251791258398544
TR,5,1,2.7852328295984434
TR,5,2,0.0034466484829073
TR,5,2,449.37031583752383
TR,5,2,1.1659285141011426
TR,5,2,5.596951769531047
TR,6,0,0.5882270531712578
TR,6,0,23971.22262274948
TR,6,0,12654.544106268451
TR,6,0,13150.131482940244
TR,6,1,2838.745725252395
TR,6,1,2685.526813135878
TR,6,1,1345.708271241091
TR,6,2,12709.226136649731
TR,6,2,5977.04276966509
TR,6,2,680.1809479855775
UK,-999,0,0.2990985016154277
UK,-999,0,2090.570705002428
UK,-999,0,50.0867716591304
UK,-999,0,1144.264324663818
UK,0,-1,1630548.245534504
UK,0,-1,14676427.56266792
UK,0,-1,1697779.7162997634
UK,0,-1,990571.6466019436
UK,1,0,14153.489048831234
UK,1,0,550.9036313035745
UK,1,0,70.77264406374357
UK,1,1,8746.025034364005
UK,1,1,588.5348352081965
UK,1,1,84.16480640920243
UK,1,2,0.007488348658965
UK,1,2,144750.7738635599
UK,1,2,2212.6360680053517
UK,1,2,138.03272837431203
UK,2,0,0.0546502950133381
UK,2,0,3993370.9483675393
UK,2,0,26351.15619634541
UK,2,0,8007.327083426167
UK,2,1,0.0007165452432461
UK,2,1,376063.0428390385
UK,2,1,7985.823270923759
UK,2,1,962.9401001895792
UK,2,2,0.0588193995184587
UK,2,2,1134343.902012077
UK,2,2,11706.357922502975
UK,2,2,586.4530401059483
UK,3,0,0.220352928334702
UK,3,0,33724.292178048294
UK,3,0,130.34904401051432
UK,3,0,37.60068210877066
UK,3,1,0.0040004961949432
UK,3,1,15902.010296927798
UK,3,1,112.79898866863024
UK,3,1,18.77421809135575
UK,3,2,0.0005793055511101
UK,3,2,88778.33272051104
UK,3,2,255.3008770929368
UK,3,2,19.043078865461705
UK,4,0,0.6281068533896551
UK,4,0,36.659752083554686
UK,4,0,0.016559099759391
UK,4,0,0.0140733125105142
UK,4,1,77.55763737249649
UK,4,1,0.126377268038924
UK,4,1,0.1129929076870151
UK,4,2,43.81990872684814
UK,4,2,0.0702713677842514
UK,4,2,0.2171443730673449
UK,5,0,38048.39084976912
UK,5,0,259500.3627950281
UK,5,0,413.9831431864839
UK,5,0,373.4613084722896
UK,5,1,70088.16568129334
UK,5,1,137.747473516443
UK,5,1,162.5858305823563
UK,5,2,0.0076490547138812
UK,5,2,20983.90209010674
UK,5,2,198.62404832781755
UK,5,2,122.40805140940402
UK,6,0,0.0063484164670588
UK,6,0,1188180.5922737338
UK,6,0,34692.80369192072
UK,6,0,32605.431383567357
UK,6,1,0.0013335005123744
UK,6,1,79581.0549168063
UK,6,1,11413.238504454615
UK,6,1,3069.0478300697696
UK,6,2,0.0037473436513674
UK,6,2,216765.22669986988
UK,6,2,6589.824792422421
UK,6,2,346.62103890571365
UK,7,0,291.33061019234185
UK,7,0,212.3790268000804
UK,7,0,0.0060905562845701
UK,7,0,0.2269012017109113
